#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
LAMB2,LAMA4,9606.ENSP00000307156,9606.ENSP00000230538,0,0,0,0.553,0.182,0.412,0.8,0.366,0.93
LAMB2,LAMC1,9606.ENSP00000307156,9606.ENSP00000258341,0,0,0,0.665,0.174,0.602,0.8,0.496,0.962
LAMB2,TNC,9606.ENSP00000307156,9606.ENSP00000265131,0,0,0,0,0.109,0,0.36,0.084,0.432
LAMB2,ITGA2,9606.ENSP00000307156,9606.ENSP00000296585,0,0,0,0,0.072,0,0.65,0.207,0.719
LAMB2,EFEMP1,9606.ENSP00000307156,9606.ENSP00000378058,0,0,0,0,0.168,0.292,0,0.071,0.405
LAMB2,FBLN1,9606.ENSP00000307156,9606.ENSP00000331544,0,0,0,0,0.188,0,0,0.308,0.414
LAMB2,FBN1,9606.ENSP00000307156,9606.ENSP00000325527,0,0,0,0,0.165,0,0,0.35,0.434
LAMB2,COL4A2,9606.ENSP00000307156,9606.ENSP00000353654,0,0,0,0,0.231,0.046,0,0.363,0.492
LAMB2,COL6A1,9606.ENSP00000307156,9606.ENSP00000355180,0,0,0,0,0.294,0.046,0,0.45,0.598
LAMB2,HSPG2,9606.ENSP00000307156,9606.ENSP00000363827,0,0,0,0.552,0.205,0.066,0.5,0.165,0.648
LAMB2,LAMA2,9606.ENSP00000307156,9606.ENSP00000400365,0,0,0,0.614,0.151,0.797,0.8,0.426,0.977
LAMC1,ITGB4,9606.ENSP00000258341,9606.ENSP00000200181,0,0,0,0,0.049,0.099,0.65,0.417,0.802
LAMC1,NID2,9606.ENSP00000258341,9606.ENSP00000216286,0,0,0,0,0.195,0.592,0.5,0.918,0.984
LAMC1,LAMB1,9606.ENSP00000258341,9606.ENSP00000222399,0,0,0,0.675,0.681,0.96,0.8,0.973,0.999
LAMC1,COL1A1,9606.ENSP00000258341,9606.ENSP00000225964,0,0,0,0,0.172,0.067,0,0.726,0.77
LAMC1,LAMA4,9606.ENSP00000258341,9606.ENSP00000230538,0,0,0,0.556,0.324,0.31,0.8,0.818,0.98
LAMC1,MCAM,9606.ENSP00000258341,9606.ENSP00000264036,0,0,0,0,0.083,0.057,0,0.388,0.425
LAMC1,CD81,9606.ENSP00000258341,9606.ENSP00000263645,0,0,0,0,0.067,0,0,0.414,0.43
LAMC1,PRELP,9606.ENSP00000258341,9606.ENSP00000343924,0,0,0,0,0,0.108,0,0.4,0.441
LAMC1,TNC,9606.ENSP00000258341,9606.ENSP00000265131,0,0,0,0,0.123,0,0.36,0.094,0.447
LAMC1,LUM,9606.ENSP00000258341,9606.ENSP00000266718,0,0,0,0,0.124,0.108,0,0.393,0.484
LAMC1,FBLN2,9606.ENSP00000258341,9606.ENSP00000384169,0,0,0,0,0.082,0.098,0,0.583,0.625
LAMC1,FBLN1,9606.ENSP00000258341,9606.ENSP00000331544,0,0,0,0,0.102,0.098,0,0.579,0.629
LAMC1,COL14A1,9606.ENSP00000258341,9606.ENSP00000297848,0,0,0,0,0.107,0.067,0,0.609,0.646
LAMC1,COL6A1,9606.ENSP00000258341,9606.ENSP00000355180,0,0,0,0,0.139,0.067,0,0.646,0.69
LAMC1,FN1,9606.ENSP00000258341,9606.ENSP00000346839,0,0,0,0,0.163,0,0,0.656,0.7
LAMC1,FBN1,9606.ENSP00000258341,9606.ENSP00000325527,0,0,0,0,0.204,0.098,0,0.642,0.72
LAMC1,ITGA2,9606.ENSP00000258341,9606.ENSP00000296585,0,0,0,0,0.082,0.071,0.65,0.385,0.792
LAMC1,COL4A2,9606.ENSP00000258341,9606.ENSP00000353654,0,0,0,0,0.277,0.067,0,0.746,0.814
LAMC1,HSPG2,9606.ENSP00000258341,9606.ENSP00000363827,0,0,0,0.575,0.21,0,0.5,0.582,0.82
LAMC1,COL4A1,9606.ENSP00000258341,9606.ENSP00000364979,0,0,0,0,0.321,0.067,0,0.826,0.88
LAMC1,LAMB2,9606.ENSP00000258341,9606.ENSP00000307156,0,0,0,0.665,0.174,0.602,0.8,0.496,0.962
LAMC1,LAMA2,9606.ENSP00000258341,9606.ENSP00000400365,0,0,0,0.71,0.268,0.513,0.8,0.771,0.981
LAMTOR1,RHOQ,9606.ENSP00000278671,9606.ENSP00000238738,0,0,0,0,0.048,0.143,0.5,0.065,0.567
LAMTOR1,RAC2,9606.ENSP00000278671,9606.ENSP00000249071,0,0,0,0,0.057,0.125,0.5,0.095,0.576
LAMTOR1,RHEB,9606.ENSP00000278671,9606.ENSP00000262187,0,0,0,0,0.163,0,0.5,0.592,0.814
LAMTOR1,MCAM,9606.ENSP00000278671,9606.ENSP00000264036,0,0,0,0,0.047,0.08,0.4,0,0.428
LAMTOR1,RAB10,9606.ENSP00000278671,9606.ENSP00000264710,0,0,0,0,0.094,0.095,0,0.482,0.538
LAMTOR1,RAB7A,9606.ENSP00000278671,9606.ENSP00000265062,0,0,0,0,0.125,0.218,0.4,0.287,0.668
LAMTOR1,GJA1,9606.ENSP00000278671,9606.ENSP00000282561,0,0,0,0,0,0.074,0.4,0,0.42
LAMTOR1,PAK2,9606.ENSP00000278671,9606.ENSP00000314067,0,0,0,0,0.055,0,0.4,0.064,0.422
LAMTOR1,CFL1,9606.ENSP00000278671,9606.ENSP00000432660,0,0,0,0,0.128,0,0,0.376,0.432
LAMTOR1,JUP,9606.ENSP00000278671,9606.ENSP00000377508,0,0,0,0,0,0.073,0.4,0.064,0.434
LAMTOR1,ARL8B,9606.ENSP00000278671,9606.ENSP00000479202,0,0,0,0,0.058,0,0,0.429,0.439
LAMTOR1,TFRC,9606.ENSP00000278671,9606.ENSP00000376197,0,0,0,0,0.042,0.073,0.4,0.072,0.439
LAMTOR1,IST1,9606.ENSP00000278671,9606.ENSP00000438399,0,0,0,0,0.43,0,0,0.162,0.502
LAMTOR1,NIPSNAP2,9606.ENSP00000278671,9606.ENSP00000313050,0,0,0,0,0.121,0.161,0.4,0,0.518
LAMTOR1,PRKAG2,9606.ENSP00000278671,9606.ENSP00000287878,0,0,0,0,0.05,0,0.5,0.069,0.519
LAMTOR1,CDC42,9606.ENSP00000278671,9606.ENSP00000497733,0,0,0,0,0.054,0.163,0.4,0.138,0.536
LAMTOR1,YWHAB,9606.ENSP00000278671,9606.ENSP00000361930,0,0,0,0,0.109,0,0.5,0.091,0.559
LAMTOR1,RAC1,9606.ENSP00000278671,9606.ENSP00000348461,0,0,0,0,0.056,0.125,0.5,0.072,0.565
LAMTOR1,RHOA,9606.ENSP00000278671,9606.ENSP00000400175,0,0,0,0,0.062,0.162,0,0.523,0.592
LAMTOR1,PRKAG1,9606.ENSP00000278671,9606.ENSP00000323867,0,0,0,0,0.139,0.229,0.5,0.129,0.672
LANCL2,SUMF2,9606.ENSP00000254770,9606.ENSP00000498402,0,0,0,0,0.055,0.062,0,0.384,0.406
LSM2,UBL5,9606.ENSP00000364813,9606.ENSP00000351492,0,0,0,0,0.251,0.8,0.4,0.058,0.904
LUM,NID2,9606.ENSP00000266718,9606.ENSP00000216286,0,0,0,0,0.257,0.045,0,0.375,0.518
LUM,LAMB1,9606.ENSP00000266718,9606.ENSP00000222399,0,0,0,0,0.24,0,0,0.351,0.486
LUM,COL1A1,9606.ENSP00000266718,9606.ENSP00000225964,0,0,0,0,0.552,0.13,0.72,0.854,0.981
LUM,LAMA4,9606.ENSP00000266718,9606.ENSP00000230538,0,0,0,0,0.282,0.108,0,0.248,0.476
LUM,PDGFRA,9606.ENSP00000266718,9606.ENSP00000257290,0,0,0,0,0.438,0.064,0,0.346,0.626
LUM,LAMC1,9606.ENSP00000266718,9606.ENSP00000258341,0,0,0,0,0.124,0.108,0,0.393,0.484
LUM,RHOA,9606.ENSP00000266718,9606.ENSP00000400175,0,0,0,0,0.067,0.287,0,0.172,0.402
LUM,GJA1,9606.ENSP00000266718,9606.ENSP00000282561,0,0,0,0,0.313,0,0,0.185,0.417
LUM,LAMA2,9606.ENSP00000266718,9606.ENSP00000400365,0,0,0,0,0.219,0.108,0,0.292,0.464
LUM,FBLN2,9606.ENSP00000266718,9606.ENSP00000384169,0,0,0,0,0.257,0.099,0,0.345,0.524
LUM,KRT19,9606.ENSP00000266718,9606.ENSP00000355124,0,0,0,0,0.1,0.088,0,0.476,0.532
LUM,TGFBI,9606.ENSP00000266718,9606.ENSP00000416330,0,0,0,0,0.266,0.045,0,0.44,0.574
LUM,ITGA2,9606.ENSP00000266718,9606.ENSP00000296585,0,0,0,0,0.06,0.05,0.5,0.188,0.589
LUM,FBLN1,9606.ENSP00000266718,9606.ENSP00000331544,0,0,0,0,0.254,0.099,0,0.48,0.62
LUM,HAPLN1,9606.ENSP00000266718,9606.ENSP00000274341,0,0,0,0,0.12,0.099,0,0.581,0.638
LUM,SPP1,9606.ENSP00000266718,9606.ENSP00000378517,0,0,0,0,0.075,0,0,0.631,0.644
LUM,SERPINH1,9606.ENSP00000266718,9606.ENSP00000434412,0,0,0,0,0.195,0,0,0.586,0.652
LUM,COL4A2,9606.ENSP00000266718,9606.ENSP00000353654,0,0,0,0,0.211,0.091,0,0.563,0.659
LUM,FBLN5,9606.ENSP00000266718,9606.ENSP00000345008,0,0,0,0,0.222,0.099,0,0.585,0.684
LUM,EFEMP1,9606.ENSP00000266718,9606.ENSP00000378058,0,0,0,0,0.174,0.099,0,0.618,0.69
LUM,COL6A1,9606.ENSP00000266718,9606.ENSP00000355180,0,0,0,0,0.361,0.091,0,0.517,0.695
LUM,COL4A1,9606.ENSP00000266718,9606.ENSP00000364979,0,0,0,0,0.23,0.091,0,0.605,0.699
LUM,COL14A1,9606.ENSP00000266718,9606.ENSP00000297848,0,0,0,0,0.266,0.091,0,0.623,0.726
LUM,PRELP,9606.ENSP00000266718,9606.ENSP00000343924,0,0,0.103,0.874,0.128,0,0.5,0.484,0.771
LUM,HSPG2,9606.ENSP00000266718,9606.ENSP00000363827,0,0,0,0,0.121,0,0,0.761,0.78
LUM,OGN,9606.ENSP00000266718,9606.ENSP00000364711,0,0,0,0.651,0.365,0,0.5,0.593,0.859
LUM,ACAN,9606.ENSP00000266718,9606.ENSP00000387356,0,0,0,0,0.048,0.29,0.5,0.791,0.92
LUM,FN1,9606.ENSP00000266718,9606.ENSP00000346839,0,0,0,0,0.472,0,0,0.931,0.962
LUM,FBN1,9606.ENSP00000266718,9606.ENSP00000325527,0,0,0,0,0.904,0.099,0,0.708,0.972
MBNL1,EIF3J,9606.ENSP00000282486,9606.ENSP00000261868,0,0,0,0,0.084,0,0,0.4,0.427
MBNL1,GJA1,9606.ENSP00000282486,9606.ENSP00000282561,0,0,0,0,0,0,0,0.473,0.473
MBNL1,NFIX,9606.ENSP00000282486,9606.ENSP00000380781,0,0,0,0,0.056,0,0,0.477,0.485
MBNL1,ERH,9606.ENSP00000282486,9606.ENSP00000451080,0,0,0,0,0.542,0,0,0.064,0.552
MBNL1,SRSF2,9606.ENSP00000282486,9606.ENSP00000376276,0,0,0,0,0.109,0,0,0.696,0.717
MBNL1,HNRNPH1,9606.ENSP00000282486,9606.ENSP00000349168,0,0,0,0,0.53,0.51,0,0.745,0.936
MBP,NEFM,9606.ENSP00000380958,9606.ENSP00000221166,0,0,0,0,0.09,0,0,0.468,0.495
MBP,PDGFRA,9606.ENSP00000380958,9606.ENSP00000257290,0,0,0,0,0.087,0,0,0.692,0.707
MBP,CALB1,9606.ENSP00000380958,9606.ENSP00000265431,0,0,0,0,0,0.07,0,0.45,0.467
MBP,GJA1,9606.ENSP00000380958,9606.ENSP00000282561,0,0,0,0,0,0,0,0.482,0.482
MBP,SYN1,9606.ENSP00000380958,9606.ENSP00000295987,0,0,0,0,0.109,0,0,0.473,0.51
MBP,WNK2,9606.ENSP00000380958,9606.ENSP00000297954,0,0,0,0,0,0,0,0.542,0.542
MBP,NEFH,9606.ENSP00000380958,9606.ENSP00000311997,0,0,0,0,0.102,0,0,0.699,0.718
MBP,TLK2,9606.ENSP00000380958,9606.ENSP00000316512,0,0,0,0,0,0,0,0.515,0.515
MBP,HLA-DRB1,9606.ENSP00000380958,9606.ENSP00000353099,0,0,0,0,0.084,0.322,0,0.78,0.851
MBP,MOG,9606.ENSP00000380958,9606.ENSP00000366091,0,0,0,0,0.184,0,0,0.947,0.955
MBP,ERMN,9606.ENSP00000380958,9606.ENSP00000380453,0,0,0,0,0.371,0,0,0.577,0.722
MBP,CAMK2A,9606.ENSP00000380958,9606.ENSP00000500386,0,0,0,0,0.118,0,0,0.349,0.401
MBP,SYN2,9606.ENSP00000380958,9606.ENSP00000480050,0,0,0,0,0.106,0,0,0.371,0.414
MBP,RHOA,9606.ENSP00000380958,9606.ENSP00000400175,0,0,0,0,0.098,0.045,0,0.379,0.418
MBP,NEFL,9606.ENSP00000380958,9606.ENSP00000482169,0,0,0,0,0.122,0,0,0.731,0.754
MBP,PLP1,9606.ENSP00000380958,9606.ENSP00000481006,0,0,0,0,0.405,0.512,0,0.962,0.988
MCAM,COL1A1,9606.ENSP00000264036,9606.ENSP00000225964,0,0,0,0,0.085,0.091,0,0.559,0.602
MCAM,LAMA4,9606.ENSP00000264036,9606.ENSP00000230538,0,0,0,0,0.19,0.834,0,0.732,0.961
MCAM,RAC2,9606.ENSP00000264036,9606.ENSP00000249071,0,0,0,0,0.042,0.152,0.5,0,0.558
MCAM,PDGFRA,9606.ENSP00000264036,9606.ENSP00000257290,0,0,0,0,0.067,0.045,0,0.432,0.45
MCAM,LAMC1,9606.ENSP00000264036,9606.ENSP00000258341,0,0,0,0,0.083,0.057,0,0.388,0.425
MCAM,CD81,9606.ENSP00000264036,9606.ENSP00000263645,0,0,0,0,0.049,0.113,0,0.4,0.449
MCAM,RAB7A,9606.ENSP00000264036,9606.ENSP00000265062,0,0,0,0,0.042,0.064,0.4,0,0.415
MCAM,PAK2,9606.ENSP00000264036,9606.ENSP00000314067,0,0,0,0,0.054,0.062,0.4,0.048,0.425
MCAM,LAMTOR1,9606.ENSP00000264036,9606.ENSP00000278671,0,0,0,0,0.047,0.08,0.4,0,0.428
MCAM,SPP1,9606.ENSP00000264036,9606.ENSP00000378517,0,0,0,0,0.06,0,0,0.43,0.441
MCAM,MOG,9606.ENSP00000264036,9606.ENSP00000366091,0,0,0.422,0,0,0,0,0.129,0.475
MCAM,FN1,9606.ENSP00000264036,9606.ENSP00000346839,0,0,0,0,0.107,0.092,0,0.448,0.513
MCAM,JUP,9606.ENSP00000264036,9606.ENSP00000377508,0,0,0,0,0.198,0.049,0.4,0.118,0.542
MCAM,CDC42,9606.ENSP00000264036,9606.ENSP00000497733,0,0,0,0,0.042,0.189,0.4,0.137,0.543
MCAM,RAC1,9606.ENSP00000264036,9606.ENSP00000348461,0,0,0,0,0.042,0.152,0.5,0,0.558
MCAM,RHOA,9606.ENSP00000264036,9606.ENSP00000400175,0,0,0,0,0.049,0.188,0.4,0.197,0.578
MCAM,TFRC,9606.ENSP00000264036,9606.ENSP00000376197,0,0,0,0,0.055,0.096,0.4,0.329,0.61
MCAM,RHOC,9606.ENSP00000264036,9606.ENSP00000285735,0,0,0,0,0.047,0.163,0.5,0.411,0.733
MCAM,RHOB,9606.ENSP00000264036,9606.ENSP00000272233,0,0,0,0,0.062,0.189,0.5,0.743,0.889
MCM4,HIST1H4A,9606.ENSP00000262105,9606.ENSP00000244537,0,0,0,0,0.067,0.802,0,0.139,0.827
MCM4,NASP,9606.ENSP00000262105,9606.ENSP00000255120,0,0,0,0,0.424,0,0,0.332,0.599
MCM4,CDK4,9606.ENSP00000262105,9606.ENSP00000257904,0,0,0,0,0.318,0.097,0,0.432,0.62
MCM4,GTF3C4,9606.ENSP00000262105,9606.ENSP00000361219,0,0,0,0,0.349,0.127,0,0,0.407
MCM4,STXBP2,9606.ENSP00000262105,9606.ENSP00000413606,0,0,0,0,0.044,0,0,0.464,0.465
MCM4,RPS27A,9606.ENSP00000262105,9606.ENSP00000272317,0,0,0,0,0.049,0,0.5,0.067,0.517
MCM4,GMPS,9606.ENSP00000262105,9606.ENSP00000419851,0,0,0,0,0.542,0,0,0.079,0.56
MCM4,ELOB,9606.ENSP00000262105,9606.ENSP00000262306,0,0,0,0,0.047,0.8,0,0.101,0.813
MCM4,FEN1,9606.ENSP00000262105,9606.ENSP00000305480,0,0,0,0,0.847,0.07,0,0.623,0.941
MCM4,PCNA,9606.ENSP00000262105,9606.ENSP00000368458,0,0,0,0,0.875,0.637,0,0.3,0.965
MOG,NEFM,9606.ENSP00000366091,9606.ENSP00000221166,0,0,0,0,0.123,0.071,0,0.324,0.401
MOG,PDGFRA,9606.ENSP00000366091,9606.ENSP00000257290,0,0,0,0,0.047,0.041,0,0.538,0.54
MOG,MCAM,9606.ENSP00000366091,9606.ENSP00000264036,0,0,0.422,0,0,0,0,0.129,0.475
MOG,DPYSL5,9606.ENSP00000366091,9606.ENSP00000288699,0,0,0,0,0.086,0,0,0.571,0.591
MOG,NEFH,9606.ENSP00000366091,9606.ENSP00000311997,0,0,0,0,0.099,0.071,0,0.43,0.481
MOG,HLA-DRB1,9606.ENSP00000366091,9606.ENSP00000353099,0,0,0,0,0.067,0,0,0.473,0.487
MOG,ERMN,9606.ENSP00000366091,9606.ENSP00000380453,0,0,0,0,0.363,0.067,0,0.271,0.529
MOG,NEFL,9606.ENSP00000366091,9606.ENSP00000482169,0,0,0,0,0.155,0.071,0,0.479,0.555
MOG,PLP1,9606.ENSP00000366091,9606.ENSP00000481006,0,0,0,0,0.247,0,0,0.877,0.903
MOG,MBP,9606.ENSP00000366091,9606.ENSP00000380958,0,0,0,0,0.184,0,0,0.947,0.955
MRPS36,NDUFB3,9606.ENSP00000256441,9606.ENSP00000407336,0,0,0,0,0.344,0,0,0.322,0.536
MSI1,DAZAP1,9606.ENSP00000257552,9606.ENSP00000233078,0,0,0.115,0.787,0,0,0.9,0.079,0.911
MSI1,ALDH1A1,9606.ENSP00000257552,9606.ENSP00000297785,0,0,0,0,0,0,0,0.475,0.475
MSI1,SRSF2,9606.ENSP00000257552,9606.ENSP00000376276,0,0,0.409,0,0.061,0,0,0.151,0.488
MSI1,ELOB,9606.ENSP00000257552,9606.ENSP00000262306,0,0,0,0,0,0,0.5,0,0.499
MSI1,CSTF2T,9606.ENSP00000257552,9606.ENSP00000332444,0,0,0.252,0,0,0.453,0,0.194,0.641
NAPB,STX1B,9606.ENSP00000482826,9606.ENSP00000215095,0,0,0,0,0.15,0.792,0.54,0.493,0.953
NAPB,CTSC,9606.ENSP00000482826,9606.ENSP00000227266,0,0,0,0,0,0,0.5,0.051,0.505
NAPB,RAB9B,9606.ENSP00000482826,9606.ENSP00000243298,0,0,0,0,0.112,0.091,0.5,0.25,0.657
NAPB,RAB1B,9606.ENSP00000482826,9606.ENSP00000310226,0,0,0,0,0.065,0.066,0.5,0.157,0.582
NAPB,RAB1A,9606.ENSP00000482826,9606.ENSP00000387286,0,0,0,0,0.065,0.066,0.5,0.157,0.582
NAPB,SEC22B,9606.ENSP00000482826,9606.ENSP00000463393,0,0,0,0,0.102,0.303,0.54,0.224,0.746
NAPB,SYN2,9606.ENSP00000482826,9606.ENSP00000480050,0,0,0,0,0.133,0,0.36,0.101,0.457
NASP,HIST1H4A,9606.ENSP00000255120,9606.ENSP00000244537,0,0,0,0,0.066,0.988,0,0.76,0.997
NASP,ANP32A,9606.ENSP00000255120,9606.ENSP00000417864,0,0,0,0,0.146,0,0,0.353,0.424
NASP,TLK2,9606.ENSP00000255120,9606.ENSP00000316512,0,0,0,0,0.163,0.238,0,0.215,0.455
NASP,HNRNPH1,9606.ENSP00000255120,9606.ENSP00000349168,0,0,0,0,0.187,0.292,0,0.151,0.469
NASP,DNAJC9,9606.ENSP00000255120,9606.ENSP00000362041,0,0,0,0,0.244,0,0,0.347,0.485
NASP,FEN1,9606.ENSP00000255120,9606.ENSP00000305480,0,0,0,0,0.332,0,0,0.284,0.502
NASP,MCM4,9606.ENSP00000255120,9606.ENSP00000262105,0,0,0,0,0.424,0,0,0.332,0.599
NASP,PCNA,9606.ENSP00000255120,9606.ENSP00000368458,0,0,0,0,0.62,0.085,0,0,0.637
NASP,NPM1,9606.ENSP00000255120,9606.ENSP00000296930,0,0,0,0,0.27,0,0,0.642,0.728
NDUFA4,ATP5F1E,9606.ENSP00000339720,9606.ENSP00000243997,0,0,0,0,0.284,0.19,0,0.464,0.662
NDUFA4,ATP5MG,9606.ENSP00000339720,9606.ENSP00000300688,0,0,0,0,0.723,0.249,0,0.497,0.886
NDUFA4,RAB5C,9606.ENSP00000339720,9606.ENSP00000447053,0,0,0,0,0.049,0,0,0.447,0.451
NDUFA4,CHCHD2,9606.ENSP00000339720,9606.ENSP00000378812,0,0,0,0,0.486,0.207,0,0.266,0.675
NDUFA4,NDUFA8,9606.ENSP00000339720,9606.ENSP00000362873,0,0,0,0,0.365,0.249,0.944,0.666,0.989
NDUFA4,NDUFB3,9606.ENSP00000339720,9606.ENSP00000407336,0,0,0,0,0.604,0.228,0.944,0.739,0.994
NDUFA4,COX6C,9606.ENSP00000339720,9606.ENSP00000429707,0,0,0,0,0.917,0.86,0.8,0.775,0.999
NDUFA8,ATP5F1E,9606.ENSP00000362873,9606.ENSP00000243997,0,0,0,0,0.347,0,0,0.335,0.547
NDUFA8,ATP5MG,9606.ENSP00000362873,9606.ENSP00000300688,0,0,0,0,0.488,0,0,0.608,0.791
NDUFA8,NDUFA4,9606.ENSP00000362873,9606.ENSP00000339720,0,0,0,0,0.365,0.249,0.944,0.666,0.989
NDUFA8,GSTO1,9606.ENSP00000362873,9606.ENSP00000358727,0,0,0,0,0.128,0.533,0,0.104,0.603
NDUFA8,ARL8B,9606.ENSP00000362873,9606.ENSP00000479202,0,0,0,0,0.059,0,0,0.391,0.403
NDUFA8,CHCHD2,9606.ENSP00000362873,9606.ENSP00000378812,0,0,0,0,0.189,0.462,0,0.165,0.604
NDUFA8,COX6C,9606.ENSP00000362873,9606.ENSP00000429707,0,0,0,0,0.379,0.507,0,0.527,0.842
NDUFA8,NDUFB3,9606.ENSP00000362873,9606.ENSP00000407336,0,0,0,0,0.704,0.996,0.967,0.745,0.999
NDUFB3,ATP5F1E,9606.ENSP00000407336,9606.ENSP00000243997,0,0,0,0,0.418,0,0,0.382,0.625
NDUFB3,MRPS36,9606.ENSP00000407336,9606.ENSP00000256441,0,0,0,0,0.344,0,0,0.322,0.536
NDUFB3,ATP5MG,9606.ENSP00000407336,9606.ENSP00000300688,0,0,0,0,0.562,0,0,0.571,0.804
NDUFB3,NDUFA4,9606.ENSP00000407336,9606.ENSP00000339720,0,0,0,0,0.604,0.228,0.944,0.739,0.994
NDUFB3,NDUFA8,9606.ENSP00000407336,9606.ENSP00000362873,0,0,0,0,0.704,0.996,0.967,0.745,0.999
NDUFB3,TXN,9606.ENSP00000407336,9606.ENSP00000363641,0,0,0,0,0.426,0,0,0.099,0.461
NDUFB3,TMA7,9606.ENSP00000407336,9606.ENSP00000397843,0,0,0,0,0.413,0,0,0.09,0.442
NDUFB3,COX6C,9606.ENSP00000407336,9606.ENSP00000429707,0,0,0,0,0.874,0.544,0,0.484,0.968
NEFH,NEFM,9606.ENSP00000311997,9606.ENSP00000221166,0,0,0,0.813,0.179,0.487,0,0.985,0.993
NEFH,CALB1,9606.ENSP00000311997,9606.ENSP00000265431,0,0,0,0,0.123,0.109,0,0.403,0.493
NEFH,SYN1,9606.ENSP00000311997,9606.ENSP00000295987,0,0,0,0,0.161,0,0,0.404,0.479
NEFH,KIF5B,9606.ENSP00000311997,9606.ENSP00000307078,0,0,0,0,0,0.054,0.9,0.206,0.918
NEFH,SYN2,9606.ENSP00000311997,9606.ENSP00000480050,0,0,0,0,0.149,0,0,0.332,0.408
NEFH,MOG,9606.ENSP00000311997,9606.ENSP00000366091,0,0,0,0,0.099,0.071,0,0.43,0.481
NEFH,VAPB,9606.ENSP00000311997,9606.ENSP00000417175,0,0,0,0,0.067,0.099,0,0.691,0.717
NEFH,MBP,9606.ENSP00000311997,9606.ENSP00000380958,0,0,0,0,0.102,0,0,0.699,0.718
NEFH,INA,9606.ENSP00000311997,9606.ENSP00000358865,0,0,0,0.879,0.164,0.242,0,0.984,0.988
NEFH,NEFL,9606.ENSP00000311997,9606.ENSP00000482169,0,0,0,0.803,0.253,0.639,0,0.988,0.996
NEFL,KRT14,9606.ENSP00000482169,9606.ENSP00000167586,0,0,0,0.705,0.057,0.46,0,0.052,0.475
NEFL,NEFM,9606.ENSP00000482169,9606.ENSP00000221166,0,0,0,0.885,0.849,0.835,0,0.988,0.999
NEFL,CHI3L1,9606.ENSP00000482169,9606.ENSP00000255409,0,0,0,0,0.073,0.053,0,0.724,0.737
NEFL,SYT1,9606.ENSP00000482169,9606.ENSP00000261205,0,0,0,0,0.207,0.053,0,0.647,0.711
NEFL,CALB1,9606.ENSP00000482169,9606.ENSP00000265431,0,0,0,0,0.158,0.109,0,0.358,0.477
NEFL,SYN1,9606.ENSP00000482169,9606.ENSP00000295987,0,0,0,0,0.189,0,0,0.642,0.697
NEFL,KIF5B,9606.ENSP00000482169,9606.ENSP00000307078,0,0,0,0,0,0.054,0.9,0.13,0.91
NEFL,NEFH,9606.ENSP00000482169,9606.ENSP00000311997,0,0,0,0.803,0.253,0.639,0,0.988,0.996
NEFL,INA,9606.ENSP00000482169,9606.ENSP00000358865,0,0,0,0.911,0.221,0,0,0.983,0.986
NEFL,MOG,9606.ENSP00000482169,9606.ENSP00000366091,0,0,0,0,0.155,0.071,0,0.479,0.555
NEFL,SNCB,9606.ENSP00000482169,9606.ENSP00000377296,0,0,0,0,0.278,0,0,0.324,0.492
NEFL,SPP1,9606.ENSP00000482169,9606.ENSP00000378517,0,0,0,0,0.107,0,0,0.546,0.577
NEFL,MBP,9606.ENSP00000482169,9606.ENSP00000380958,0,0,0,0,0.122,0,0,0.731,0.754
NEFL,VSNL1,9606.ENSP00000482169,9606.ENSP00000384719,0,0,0,0,0.204,0.109,0,0.58,0.676
NEFL,SYN2,9606.ENSP00000482169,9606.ENSP00000480050,0,0,0,0,0.189,0,0,0.618,0.676
NEFL,PLP1,9606.ENSP00000482169,9606.ENSP00000481006,0,0,0,0,0.199,0,0,0.379,0.482
NEFL,CAMK2A,9606.ENSP00000482169,9606.ENSP00000500386,0,0,0,0,0.158,0.053,0.4,0.312,0.627
NEFM,KRT14,9606.ENSP00000221166,9606.ENSP00000167586,0,0,0,0.724,0.055,0.504,0,0,0.512
NEFM,MOG,9606.ENSP00000221166,9606.ENSP00000366091,0,0,0,0,0.123,0.071,0,0.324,0.401
NEFM,CAMK2A,9606.ENSP00000221166,9606.ENSP00000500386,0,0,0,0,0.185,0.053,0,0.316,0.426
NEFM,PLP1,9606.ENSP00000221166,9606.ENSP00000481006,0,0,0,0,0.198,0,0,0.332,0.441
NEFM,CALB1,9606.ENSP00000221166,9606.ENSP00000265431,0,0,0,0,0.158,0.109,0,0.317,0.443
NEFM,KRT16,9606.ENSP00000221166,9606.ENSP00000301653,0,0,0,0.729,0.057,0.457,0,0,0.467
NEFM,PPP2R2C,9606.ENSP00000221166,9606.ENSP00000372042,0,0,0,0,0.127,0.098,0,0.39,0.478
NEFM,SYN1,9606.ENSP00000221166,9606.ENSP00000295987,0,0,0,0,0.255,0,0,0.334,0.483
NEFM,SYT1,9606.ENSP00000221166,9606.ENSP00000261205,0,0,0,0,0.245,0.053,0,0.347,0.492
NEFM,MBP,9606.ENSP00000221166,9606.ENSP00000380958,0,0,0,0,0.09,0,0,0.468,0.495
NEFM,KIF5B,9606.ENSP00000221166,9606.ENSP00000307078,0,0,0,0,0,0.054,0.9,0.388,0.937
